Id,TimeToEnd,DistanceToRadar,Composite,HybridScan,HydrometeorType,Kdp,RR1,RR2,RR3,RadarQualityIndex,Reflectivity,ReflectivityQC,RhoHV,Velocity,Zdr,LogWaterVolume,MassWeightedMean,MassWeightedSD,Expected
212,56.0 50.0 44.0 38.0 32.0 27.0 21.0 15.0 9.0 3.0 52.0 48.0 45.0 41.0 38.0 34.0 31.0 27.0 20.0 17.0,31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0,38.0 36.0 35.5 39.5 39.5 35.5 30.5 37.0 31.5 -99900.0 16.0 20.0 21.5 24.5 19.0 17.0 16.0 22.0 -99900.0 22.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 16.5 18.0 24.5 25.0 19.5 13.5 21.5 12.0 17.5 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 9.0 9.0 9.0 9.0 7.0 9.0 9.0 9.0 8.0 9.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.500108 0.745785 0.870568 0.0 0.0 0.0 0.688339 0.0 0.832378,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.561944 0.966482 1.09933 -99900.0 -99900.0 -99900.0 0.736393 -99900.0 0.968952,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 2.89201 14.1522 19.6212 -99900.0 -99900.0 -99900.0 2.81026 -99900.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.721077 0.739361 0.514008 0.967123 0.895453 0.949046 0.389318 0.641209 0.969413 999.0,16.5 24.0 15.5 20.0 26.0 -4.0 30.5 21.5 8.5 18.0 16.0 20.0 21.5 24.5 18.0 17.0 16.0 22.0 15.0 22.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 16.0 20.0 21.5 24.5 18.0 17.0 16.0 22.0 -99900.0 22.5,0.975 0.991667 0.981667 0.978333 0.991667 0.511667 0.938333 0.961667 0.971667 0.761667 0.965 1.04833 1.015 1.01167 0.958333 1.03167 1.05167 1.02167 0.998333 1.015,-2.5 0.0 -0.5 1.5 1.0 1.5 2.0 0.5 2.0 -3.0 23.0 20.0 18.0 20.0 19.5 -99900.0 17.5 17.5 -99900.0 18.0,3.625 1.8125 1.75 1.3125 2.5 0.1875 0.5625 1.9375 0.5625 7.0625 1.3125 -1.0 0.25 -0.25 -0.1875 0.375 1.0 0.375 0.3125 0.0,nan nan nan nan nan nan nan nan nan nan -13.3074162879 -10.7260281985 -11.2073250582 -10.2098849585 -11.8024840584 -12.4004902844 -13.2045751306 -11.3656278016 nan -10.940116856,nan nan nan nan nan nan nan nan nan nan 2.01906652981 1.28329608652 1.61267879163 1.49341786396 1.50481630697 1.67150218627 1.99846653428 1.74892182156 nan 1.59662982545,nan nan nan nan nan nan nan nan nan nan 0.818081494573 0.48461547515 0.62612197712 0.566127626604 0.586109901328 0.667339213842 0.781167463123 0.66325249878 nan 0.609820216103,3.6
213,42.0 38.0 28.0 16.0 60.0 40.0 31.0 21.0 11.0 2.0,3.0 3.0 3.0 3.0 60.0 60.0 60.0 60.0 60.0 60.0,15.0 7.5 22.0 21.5 3.0 9.5 18.0 20.0 12.0 9.0,-99900.0 -99900.0 19.0 17.0 -99900.0 3.5 21.5 16.5 12.0 8.0,8.0 1.0 1.0 1.0 8.0 1.0 1.0 1.0 1.0 1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 1.0 1.0 999.0 0.908387 0.999744 0.99808 0.978109 0.948797,11.5 7.5 22.0 17.0 7.0 9.5 12.5 20.0 12.0 9.0,-99900.0 7.5 22.0 17.0 -99900.0 9.5 12.5 20.0 12.0 9.0,1.05167 1.05167 1.00167 0.985 1.00167 1.01167 0.991667 0.995 1.01167 1.00167,-99900.0 -99901.0 -4.5 12.0 -99901.0 -99901.0 -99901.0 -99901.0 -99901.0 -99901.0,4.875 0.6875 -0.375 0.5625 -0.375 -0.875 -0.3125 0.125 -0.6875 -0.3125,nan nan -10.7620674513 -12.6040873201 nan -13.1144151355 -13.0032546031 -11.5749566066 -12.8078238305 nan,nan nan 1.49331959348 1.7735869428 nan 1.30234960818 1.47093352041 1.65364949691 1.3659857943 nan,nan nan 0.55824219483 0.706962099349 nan 0.503393131026 0.591869313147 0.626417217827 0.535016490942 nan,0.0
214,39.0 29.0 20.0 10.0,64.0 64.0 64.0 64.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,0.0366164 0.0253272 0.0273806 0.0889588,6.5 -6.0 5.5 -5.0,-99900.0 -99900.0 -99900.0 -99900.0,0.465 1.02833 0.208333 1.05167,-2.5 2.0 -2.5 4.0,-1.9375 -0.75 4.1875 -2.875,nan nan nan nan,nan nan nan nan,nan nan nan nan,0.0
215,46.0 36.0 7.0,15.0 15.0 15.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,999.0 999.0 999.0,-12.0 3.5 -1.0,-99900.0 -99900.0 -99900.0,1.025 0.548333 0.408333,-99900.0 -9.0 -99900.0,-0.125 5.125 1.0,nan nan nan,nan nan nan,nan nan nan,0.0
216,30.0 20.0 11.0 55.0 46.0 36.0 27.0 17.0 5.0,45.0 45.0 45.0 59.0 59.0 59.0 59.0 59.0 59.0,-99900.0 -99900.0 -99900.0 -99900.0 5.5 -99900.0 -99900.0 -99900.0 5.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 6.0 8.0 8.0 8.0 8.0 6.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 0.0139358 0.0845495 0.324271 0.123805 0.27156 0.205002 0.736503,2.5 5.0 5.0 -2.5 5.5 11.0 8.5 9.5 5.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 5.5,0.421667 1.05167 0.468333 0.711667 0.728333 0.808333 0.731667 0.485 0.685,-99900.0 8.5 -99900.0 0.0 -7.0 -10.0 -4.0 3.5 -7.0,2.625 7.9375 4.5625 -0.125 -1.0625 2.0625 0.4375 3.1875 0.8125,nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan,0.0
217,56.0 46.0 36.0 27.0 17.0 7.0,12.0 12.0 12.0 12.0 12.0 12.0,-99900.0 0.5 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 999.0 999.0 0.0 999.0 0.0,-16.0 -10.5 -11.0 -17.0 -3.5 -16.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.05167 0.808333 0.388333 1.05167 0.688333 1.05167,1.0 2.0 -5.0 -2.5 0.5 -9.0,0.8125 -0.625 -3.6875 0.375 2.25 0.0,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
218,12.0 7.0 17.0 12.0 8.0 4.0,76.0 76.0 96.0 96.0 96.0 96.0,29.0 29.0 -99900.0 19.5 -99900.0 25.0,-99900.0 16.5 14.0 -99900.0 36.5 11.5,1.0 1.0 9.0 9.0 9.0 9.0,0.0 0.0 0.0 0.0 0.0 0.0,1.51546 1.88149 0.0 0.654908 0.0 1.15121,1.51546 1.88149 -99900.0 0.639849 -99900.0 1.15301,0.975596 5.81146e-05 -99900.0 -0.000206162 -99900.0 -2.76614,0.847279 0.413711 0.300638 0.45948 0.558978 0.939545,29.0 29.0 10.0 19.5 29.0 25.0,29.0 29.0 -99900.0 19.5 -99900.0 25.0,0.995 0.995 1.04833 0.991667 0.991667 0.995,-99901.0 -10.0 12.5 10.0 10.5 -99901.0,1.25 0.875 -1.6875 0.5 1.5625 -0.1875,-10.2728297629 -10.1280774412 nan -11.9309867392 nan -10.1669347709,2.03713522681 1.93990355062 nan 1.75887503749 nan 1.50724010926,0.784014386573 0.757750474653 nan 0.67169994796 nan 0.579020145557,0.5
219,61.0 42.0 13.0,17.0 17.0 17.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,0.0 0.0 0.0,4.0 -0.5 7.5,-99900.0 -99900.0 -99900.0,1.025 0.921667 1.01833,-99900.0 6.5 -99900.0,3.875 3.0 0.4375,nan nan nan,nan nan nan,nan nan nan,0.0
220,52.0 43.0 33.0 24.0 14.0 4.0,82.0 82.0 82.0 82.0 82.0 82.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.19106 0.0838139 0.0627133 0.110002 0.525361 0.0559679,4.5 6.5 6.0 8.5 5.5 11.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.338333 0.741667 0.348333 0.835 0.508333 0.865,3.5 3.0 2.5 2.5 0.0 1.0,0.5 3.5 3.1875 3.8125 0.25 4.8125,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
221,53.0 43.0 33.0 24.0 14.0 5.0,55.0 55.0 55.0 55.0 55.0 55.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,14.0 -8.5 -7.0 4.5 11.5 9.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.805 0.808333 0.725 0.785 0.841667 0.958333,11.0 5.5 3.5 -1.5 -9.5 -2.0,3.25 0.75 1.75 0.0 -0.5625 -0.5625,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
222,17.0,38.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,10.0,-99900.0,1.04167,-99900.0,-4.9375,nan,nan,nan,0.0
223,57.0 48.0 38.0 29.0 19.0 9.0,55.0 55.0 55.0 55.0 55.0 55.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,-10.0 -0.5 -10.0 4.0 -10.0 6.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.635 0.641667 0.908333 0.865 1.05167 0.998333,-99900.0 -1.5 0.0 4.0 -99900.0 0.5,0.3125 -7.375 3.6875 7.5625 0.3125 -3.0,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
224,58.0 48.0 38.0 29.0 19.0 9.0,13.0 13.0 13.0 13.0 13.0 13.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,-16.5 16.0 1.5 -11.5 -3.5 0.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0,0.891667 0.738333 0.381667 0.945 0.881667 0.908333,-5.5 2.0 5.5 6.5 11.0 9.5,-1.125 3.375 3.125 1.9375 7.9375 3.625,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
225,57.0 52.0 47.0 43.0 38.0 33.0 29.0 24.0 19.0 15.0 10.0 6.0 1.0,22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0,-99900.0 -99900.0 8.5 -99900.0 -99900.0 5.0 -99900.0 5.5 -8.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,7.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 -99900.0 0.0 0.0 0.0 -99900.0 0.0 0.0 -99900.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.316493 0.0120474 0.332401 0.025288 0.306241 0.1214 0.427341 0.308791 0.0112046 0.0547258 0.0606756 0.0757668 0.0556975,7.5 -1.0 8.5 10.0 6.0 0.0 6.5 3.0 11.5 13.0 9.5 9.0 9.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.768333 0.915 0.951667 0.878333 0.961667 0.828333 0.868333 0.788333 0.208333 0.871667 0.805 0.631667 0.645,-99901.0 -99901.0 -14.5 2.0 -9.0 -4.5 -16.0 -10.0 -11.0 -14.5 -5.5 -10.0 -3.5,0.1875 -7.875 3.75 3.5625 -0.9375 -1.3125 3.6875 3.75 3.8125 2.75 3.125 1.4375 3.5,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,0.0
226,56.0 47.0 37.0 27.0 18.0 8.0,32.0 32.0 32.0 32.0 32.0 32.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 15.0 -99900.0,8.0 8.0 8.0 8.0 9.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0134233 0.0688987 0.647082 0.0912157 0.0324899 0.00684706,12.0 11.0 14.0 10.0 12.0 8.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.761667 0.665 0.885 0.618333 0.871667 0.305,-99901.0 -99901.0 -99901.0 -99901.0 -99901.0 -99901.0,4.5625 2.0 1.25 1.0625 4.125 0.1875,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
227,60.0 49.0 45.0 34.0,97.0 97.0 97.0 97.0,-99900.0 -99900.0 -99900.0 6.5,-99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,0.718525 999.0 999.0 999.0,-6.0 -8.0 -6.5 -6.5,-99900.0 -99900.0 -99900.0 -99900.0,1.05167 1.05167 0.945 1.05167,-99900.0 -99900.0 -99901.0 -99900.0,-3.125 -3.875 -1.6875 2.875,nan nan nan nan,nan nan nan nan,nan nan nan nan,0.0
228,52.0 3.0,73.0 73.0,-99900.0 -99900.0,-99900.0 -99900.0,8.0 8.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,999.0 999.0,-9.5 5.0,-99900.0 -99900.0,0.781667 1.00167,-99900.0 -99900.0,4.0 7.9375,nan nan,nan nan,nan nan,0.0
229,54.0 58.0,5.0 3.0,19.5 17.0,-99900.0 -99900.0,8.0 8.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,0.993821 999.0,7.5 11.5,-99900.0 -99900.0,1.01167 1.05167,-99900.0 -99901.0,1.0625 2.75,nan nan,nan nan,nan nan,0.0
230,52.0 42.0 33.0 23.0 3.0,57.0 57.0 57.0 57.0 57.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 999.0 999.0 999.0,8.0 1.5 -1.5 -0.5 -8.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.968333 0.875 0.925 0.955 1.05167,14.5 9.0 16.0 4.0 18.5,7.9375 -1.375 6.125 5.875 3.6875,nan nan nan nan nan,nan nan nan nan nan,nan nan nan nan nan,0.0
231,44.0 34.0,26.0 26.0,-99900.0 -99900.0,-99900.0 -99900.0,8.0 8.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,0.0 0.0,10.5 4.0,-99900.0 -99900.0,1.03833 1.05167,1.0 2.0,0.1875 -0.125,nan nan,nan nan,nan nan,0.0
232,59.0 49.0 40.0 30.0 20.0 10.0,11.0 11.0 11.0 11.0 11.0 11.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,-9.0 -2.5 0.5 4.5 -5.0 1.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.05167 0.898333 0.661667 0.928333 1.045 0.828333,5.5 5.5 6.0 6.0 6.0 3.5,1.25 5.5 5.0 7.9375 0.5625 4.3125,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
233,44.0,42.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,0.0,0.5,-99900.0,0.651667,-99900.0,0.0,nan,nan,nan,0.0
234,52.0 42.0 33.0 23.0 14.0 4.0,17.0 17.0 17.0 17.0 17.0 17.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 8.5 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.018739 0.52716 0.377289 0.113227 0.150112 0.283889,10.5 11.0 2.0 6.0 2.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.771667 0.448333 0.851667 0.768333 0.661667 0.878333,-19.0 -20.0 -15.0 -20.5 -22.0 -12.5,0.375 -0.1875 1.1875 -2.75 -2.75 -0.125,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
235,59.0 50.0 35.0 15.0 11.0,11.0 11.0 11.0 11.0 11.0,1.5 0.5 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 999.0 999.0 999.0,-1.0 1.5 -1.0 2.5 3.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.05167 0.388333 1.05167 0.991667 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,6.5625 -2.1875 5.0 4.0625 -99900.0,nan nan nan nan nan,nan nan nan nan nan,nan nan nan nan nan,0.0
236,17.0,53.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,-3.0,-99900.0,0.821667,-99900.0,-1.125,nan,nan,nan,0.0
237,15.0 10.0 6.0 2.0 17.0 11.0 5.0 25.0 19.0 14.0 8.0 59.0 53.0 42.0 36.0 24.0 19.0 13.0 7.0 1.0 10.0,78.0 78.0 78.0 78.0 26.0 26.0 26.0 52.0 52.0 52.0 52.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 34.0,10.0 12.0 16.0 5.5 6.5 6.0 15.0 10.0 10.5 15.5 11.0 -99900.0 -99900.0 -99900.0 -99900.0 11.5 7.5 15.0 12.5 14.5 7.0,14.5 7.0 21.5 16.5 6.0 -99900.0 -99900.0 -99900.0 -99900.0 13.0 11.5 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -0.5 -99900.0 10.0,9.0 9.0 9.0 8.0 8.0 8.0 9.0 8.0 8.0 9.0 9.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.199034 0.0 -99900.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -99900.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.19561 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.926008 0.910063 0.795932 0.26722 0.877818 0.800203 0.910148 0.519251 0.370364 0.720763 0.821693 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.929887,10.0 12.0 16.0 16.5 6.5 6.0 15.0 10.0 10.5 15.5 11.0 0.0 8.0 8.0 2.5 19.0 9.5 3.5 7.0 3.5 7.0,10.0 12.0 16.0 -99900.0 6.5 6.0 15.0 10.0 10.5 15.5 11.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 7.0,1.01833 1.00167 0.965 0.995 1.05167 1.05167 1.01167 0.928333 1.05167 0.998333 1.05167 0.791667 0.818333 0.818333 0.955 0.995 0.921667 0.971667 0.635 0.768333 1.05167,-99900.0 -99901.0 -99901.0 -99901.0 -99900.0 -99900.0 -99900.0 -99900.0 -4.0 -3.5 -99900.0 -1.0 -99900.0 -99900.0 -99900.0 -4.5 -99901.0 -99901.0 -99901.0 -99901.0 -99900.0,0.125 -1.0625 1.625 3.875 0.4375 0.125 0.9375 -3.1875 0.9375 -1.125 -2.25 -1.5625 -1.375 0.75 -7.25 -6.8125 1.5 -7.875 2.3125 3.125 0.5,-13.8369246694 -12.4568820495 -13.5617144873 nan nan nan -13.2460209766 nan -14.2531511742 -11.7073346761 -11.9999556673 nan nan nan nan nan nan nan nan nan nan,1.61456064328 1.22203080167 2.19807464345 nan nan nan 1.88758033851 nan 1.85435139402 1.25011357588 1.01385648967 nan nan nan nan nan nan nan nan nan nan,0.631919986593 0.477526547957 0.868479851905 nan nan nan 0.747478060235 nan 0.748035355082 0.487264777946 0.405813037854 nan nan nan nan nan nan nan nan nan nan,0.0
238,55.0 45.0 35.0 26.0 16.0 7.0,24.0 24.0 24.0 24.0 24.0 24.0,-99900.0 -99900.0 -1.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.231938 0.177965 0.0463815 0.0792126 0.0400454 0.0398181,-3.0 2.0 -5.5 3.5 10.0 0.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.618333 0.655 0.968333 0.405 0.408333 0.791667,-3.0 -3.5 -2.0 -5.5 -3.0 -2.0,-3.1875 1.75 -0.625 3.25 7.9375 3.625,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
239,45.0 41.0 3.0,2.0 2.0 2.0,-99900.0 15.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 7.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,0.225092 1.0 999.0,1.5 4.5 1.5,-99900.0 4.5 -99900.0,0.815 0.985 1.05167,-1.5 -4.5 -99900.0,2.1875 3.5 2.25,nan nan nan,nan nan nan,nan nan nan,0.0
